timestamp,trigger_reason,symbol,quantity,pnl,net_pnl,entry_price,exit_price,exit_reason,trend_state,duration_seconds,max_price,entry_slippage,exit_slippage,trading_mode,date
2025-12-12 14:54:32.944196,Trend_Continuation_Opt_CE,NIFTY25D1626000CE,900,1215.0,954.89,102.64999999999999,104.0,Momentum Loss (1.56% profit),BULLISH,1.944196,104.4,0.0,-0.25,Paper Trading,2025-12-12
2025-12-12 14:52:14.048518,RedGreen_Cont_CE,NIFTY25D1626000CE,900,45.0,-218.24,105.1,105.15,Momentum Loss (0.05% profit),BULLISH,2.048518,105.4,0.0,0.0,Paper Trading,2025-12-12
2025-12-12 14:50:15.587477,Trend_Continuation_Opt_PE,NIFTY25D1626000PE,1575,1653.75,1381.27,61.9,62.95,Momentum Loss (1.78% profit),BEARISH,1.587477,63.5,0.0,0.0,Paper Trading,2025-12-12
2025-12-12 14:48:14.848937,RedGreen_Cont_PE,NIFTY25D1626000PE,1500,975.0,707.89,63.75,64.4,Momentum Loss (1.02% profit),BEARISH,4.848937,65.0,0.0,0.0,Paper Trading,2025-12-12
2025-12-12 14:44:18.358193,RedGreen_Cont_CE,NIFTY25D1626050CE,1200,360.0,96.18,78.85,79.15,Trailing SL Hit,BULLISH,7.358193,79.95,0.0,0.05,Paper Trading,2025-12-12
2025-12-12 14:42:31.857909,RedGreen_Cont_PE,NIFTY25D1626000PE,1575,-315.0,-586.44,62.5,62.3,Trailing SL Hit,BEARISH,1.857909,63.3,0.0,0.0,Paper Trading,2025-12-12
2025-12-12 14:41:05.359594,Trend_Continuation_Opt_PE,NIFTY25D1626000PE,1575,315.0,44.7,61.9,62.1,Trailing SL Hit,BEARISH,2.359594,62.55,0.0,0.0,Paper Trading,2025-12-12
2025-12-12 14:41:00.362986,RedGreen_Cont_PE,NIFTY25D1626050PE,1200,600.0,324.15,83.1,83.6,Momentum Loss (0.60% profit),BEARISH,12.362986,84.1,0.0,0.0,Paper Trading,2025-12-12
2025-12-12 14:39:07.361864,RedGreen_Cont_PE,NIFTY25D1626000PE,1575,1575.0,1305.7,61.050000000000004,62.05,Momentum Loss (1.64% profit),BEARISH,4.361864,62.55,0.0,0.0,Paper Trading,2025-12-12
2025-12-12 14:38:17.618832,RedGreen_Cont_PE,NIFTY25D1626000PE,1650,825.0,550.99,59.85,60.35,Momentum Loss (0.84% profit),BEARISH,3.618832,60.4,0.0,0.0,Paper Trading,2025-12-12
2025-12-12 14:38:06.113798,RedGreen_Cont_PE,NIFTY25D1626050PE,1200,-420.0,-688.71,81.1,80.75,Momentum Loss (-0.43% profit),BEARISH,6.113798,81.55,0.0,0.0,Paper Trading,2025-12-12
2025-12-12 14:35:23.117012,RedGreen_Cont_CE,NIFTY25D1626050CE,1125,0.0,-262.96,84.0,84.0,Invalidation: Bearish Engulfing,BULLISH,1.117012,84.0,0.0,0.0,Paper Trading,2025-12-12
2025-12-12 14:32:11.620923,RedGreen_Cont_CE,NIFTY25D1626050CE,1200,1860.0,1581.55,83.3,84.85,Momentum Loss (1.86% profit),BULLISH,1.620923,85.0,0.0,0.0,Paper Trading,2025-12-12
2025-12-12 14:31:59.487367,Trend_Continuation_Opt_CE,NIFTY25D1626050CE,1200,4500.0,4228.63,79.14999999999999,82.9,Momentum Decay (Early Exit),BULLISH,34.487367,83.2,0.0,0.0,Paper Trading,2025-12-12
2025-12-12 14:30:15.717535,Trend_Continuation_Opt_PE,NIFTY25D1626050PE,1275,2741.25,2463.55,77.64999999999999,79.8,Momentum Loss (0.71% profit),BULLISH,15.717535,78.2,0.0,-0.25,Paper Trading,2025-12-12
2025-12-12 14:28:09.875918,RedGreen_Cont_PE,NIFTY25D1626050PE,1200,-1800.0,-2064.55,80.39999999999999,78.9,Trailing SL Hit,BEARISH,8.875918,80.7,0.0,0.0,Paper Trading,2025-12-12
2025-12-12 14:27:22.877930,RedGreen_Cont_PE,NIFTY25D1626050PE,1200,600.0,329.9,81.0,81.5,Momentum Loss (0.62% profit),BEARISH,2.87793,81.55,0.0,0.0,Paper Trading,2025-12-12
2025-12-12 14:26:03.877217,RedGreen_Cont_PE,NIFTY25D1626050PE,1275,510.0,241.31,75.8,76.2,Momentum Loss (0.53% profit),BEARISH,1.877217,76.2,0.0,0.0,Paper Trading,2025-12-12
2025-12-12 14:25:30.128955,Trend_Continuation_Opt_PE,NIFTY25D1626050PE,1275,1338.75,1072.79,74.39999999999999,75.45,Momentum Loss (1.41% profit),BEARISH,3.128955,75.45,0.0,0.0,Paper Trading,2025-12-12
2025-12-12 14:23:18.380821,RedGreen_Cont_CE,NIFTY25D1626050CE,1125,-225.0,-498.0,88.05,87.85,Momentum Loss (-0.23% profit),BULLISH,1.380821,88.05,0.0,0.0,Paper Trading,2025-12-12
2025-12-12 14:22:15.632452,RedGreen_Cont_CE,NIFTY25D1626050CE,1125,-843.75,-1114.71,87.64999999999999,86.9,Momentum Loss (-0.86% profit),BULLISH,4.632452,87.7,0.0,0.0,Paper Trading,2025-12-12
2025-12-12 14:20:28.635318,RedGreen_Cont_CE,NIFTY25D1626050CE,1125,900.0,629.16,86.5,87.3,Momentum Loss (0.92% profit),BULLISH,6.635318,87.7,0.0,0.0,Paper Trading,2025-12-12
2025-12-12 14:19:13.635731,RedGreen_Cont_CE,NIFTY25D1626050CE,1125,-731.25,-998.16,86.0,85.35,Momentum Loss (-0.99% profit),BULLISH,3.635731,86.0,0.0,0.2,Paper Trading,2025-12-12
2025-12-12 14:18:15.912272,RedGreen_Cont_PE,NIFTY25D1626050PE,1275,-637.5,-901.7,74.89999999999999,74.4,Momentum Loss (-0.67% profit),BEARISH,3.912272,75.05,0.0,0.0,Paper Trading,2025-12-12
2025-12-12 14:17:10.641246,RedGreen_Cont_PE,NIFTY25D1626050PE,1275,573.75,301.76,76.89999999999999,77.35,Momentum Loss (0.59% profit),BEARISH,5.641246,77.7,0.0,0.0,Paper Trading,2025-12-12
2025-12-12 14:16:20.642903,RedGreen_Cont_PE,NIFTY25D1626050PE,1275,1593.75,1324.9,75.25,76.5,Momentum Loss (1.66% profit),BEARISH,7.642903,76.7,0.0,0.0,Paper Trading,2025-12-12
2025-12-12 14:15:13.668574,RedGreen_Cont_PE,NIFTY25D1626050PE,1275,956.25,686.11,76.05,76.8,Momentum Loss (0.99% profit),BEARISH,9.668574,76.8,0.0,0.0,Paper Trading,2025-12-12
2025-12-12 14:14:12.391806,RedGreen_Cont_PE,NIFTY25D1626050PE,1350,1552.5,1275.15,73.85,75.0,Momentum Loss (1.56% profit),BEARISH,2.391806,75.35,0.0,0.0,Paper Trading,2025-12-12
2025-12-12 14:09:09.647467,RedGreen_Cont_CE,NIFTY25D1626050CE,1050,472.5,202.78,92.5,92.95,Trailing SL Hit,BULLISH,3.647467,93.6,0.0,0.0,Paper Trading,2025-12-12
2025-12-12 14:08:07.424663,Trend_Continuation_Opt_CE,NIFTY25D1626050CE,1125,506.25,230.14,88.8,89.25,Momentum Loss (0.51% profit),BULLISH,3.424663,89.65,0.0,0.0,Paper Trading,2025-12-12
2025-12-12 14:07:03.158315,Trend_Continuation_Opt_CE,NIFTY25D1626050CE,1125,1068.75,795.96,87.14999999999999,88.1,Trailing SL Hit,BULLISH,5.158315,89.75,0.0,0.0,Paper Trading,2025-12-12
2025-12-12 14:05:07.255524,RedGreen_Cont_CE,NIFTY25D1626050CE,1050,-315.0,-576.97,89.8,89.5,Momentum Loss (-0.33% profit),BULLISH,5.255524,90.5,0.0,0.0,Paper Trading,2025-12-12
2025-12-12 14:04:12.911922,RedGreen_Cont_CE,NIFTY25D1626050CE,1200,420.0,144.85,82.94999999999999,83.3,Trailing SL Hit,BULLISH,7.911922,83.9,0.0,0.0,Paper Trading,2025-12-12
2025-12-12 14:03:11.406818,RedGreen_Cont_CE,NIFTY25D1626050CE,1200,0.0,-272.14,82.1,82.1,Momentum Loss (0.00% profit),BULLISH,5.406818,82.3,0.0,0.0,Paper Trading,2025-12-12
2025-12-12 14:02:24.925989,RedGreen_Cont_CE,NIFTY25D1626050CE,1200,240.0,-30.88,81.5,81.7,Trailing SL Hit,BULLISH,17.925989,82.7,0.0,0.0,Paper Trading,2025-12-12
2025-12-12 14:01:12.658348,RedGreen_Cont_CE,NIFTY25D1626050CE,1200,60.0,-211.28,81.75,81.8,Momentum Loss (-0.12% profit),BULLISH,1.658348,81.8,0.0,0.15,Paper Trading,2025-12-12
2025-12-12 14:00:49.096595,RedGreen_Cont_CE,NIFTY25D1626050CE,1275,4462.5,4182.44,77.5,81.0,Momentum Decay (Early Exit),BULLISH,42.096595,81.7,0.0,0.0,Paper Trading,2025-12-12
2025-12-12 14:00:04.911846,RedGreen_Cont_CE,NIFTY25D1626000CE,900,1170.0,904.93,105.1,106.4,Invalidation: Bearish Engulfing,BULLISH,2.911846,106.4,0.0,0.0,Paper Trading,2025-12-12
2025-12-12 13:59:39.659861,Trend_Continuation_Opt_CE,NIFTY25D1626050CE,1275,318.75,44.55,77.8,78.05,Momentum Loss (-0.13% profit),BULLISH,8.659861,78.5,0.0,0.35,Paper Trading,2025-12-12
2025-12-12 13:57:03.779368,RedGreen_Cont_CE,NIFTY25D1626050CE,1200,300.0,30.39,81.0,81.25,Invalidation: Bearish Engulfing,BULLISH,2.779368,81.35,0.0,0.0,Paper Trading,2025-12-12
2025-12-12 13:54:37.165488,RedGreen_Cont_PE,NIFTY25D1626000PE,1575,1417.5,1140.73,63.2,64.1,Momentum Loss (1.42% profit),BEARISH,8.165488,64.4,0.0,0.0,Paper Trading,2025-12-12
2025-12-12 13:54:22.915517,RedGreen_Cont_PE,NIFTY25D1626050PE,1125,1125.0,857.0,85.25,86.25,Momentum Loss (1.17% profit),BEARISH,3.915517,86.4,0.0,0.0,Paper Trading,2025-12-12
2025-12-12 13:54:08.667079,RedGreen_Cont_PE,NIFTY25D1626000PE,1575,866.25,590.38,63.2,63.75,Momentum Loss (0.55% profit),BEARISH,6.667079,63.55,0.0,0.2,Paper Trading,2025-12-12
2025-12-12 13:53:16.667195,RedGreen_Cont_PE,NIFTY25D1626000PE,1575,1496.25,1219.89,63.050000000000004,64.0,Momentum Loss (1.51% profit),BEARISH,2.667195,64.15,0.0,0.0,Paper Trading,2025-12-12
2025-12-12 13:53:03.667511,RedGreen_Cont_PE,NIFTY25D1626050PE,1200,3300.0,3021.95,82.3,85.05,Momentum Loss (3.34% profit),BEARISH,3.667511,85.6,0.0,0.0,Paper Trading,2025-12-12
2025-12-12 13:50:09.676255,RedGreen_Cont_CE,NIFTY25D1626050CE,1200,840.0,563.62,83.14999999999999,83.85,Momentum Loss (0.84% profit),BULLISH,2.676255,83.9,0.0,0.0,Paper Trading,2025-12-12
2025-12-12 13:49:57.753003,RedGreen_Cont_CE,NIFTY25D1626050CE,1200,660.0,385.97,82.39999999999999,82.95,Momentum Loss (0.67% profit),BULLISH,6.753003,83.45,0.0,0.0,Paper Trading,2025-12-12
2025-12-12 13:48:28.807535,RedGreen_Cont_CE,NIFTY25D1626050CE,1200,2040.0,1771.26,79.64999999999999,81.35,SL Hit AND Momentum Loss,BULLISH,10.807535,82.85,0.0,0.0,Paper Trading,2025-12-12
2025-12-12 13:48:14.431584,RedGreen_Cont_CE,NIFTY25D1626000CE,900,1755.0,1483.64,107.69999999999999,109.65,Momentum Loss (2.00% profit),BULLISH,11.431584,110.4,0.0,0.0,Paper Trading,2025-12-12
2025-12-12 13:47:17.116811,Trend_Continuation_Opt_PE,NIFTY25D1626000PE,1500,300.0,32.96,64.05,64.25,Trailing SL Hit,BEARISH,12.116811,64.7,0.0,-0.1,Paper Trading,2025-12-12
2025-12-12 13:46:37.123419,RedGreen_Cont_PE,NIFTY25D1626000PE,1500,525.0,256.39,64.39999999999999,64.75,Momentum Loss (0.54% profit),BEARISH,4.123419,65.0,0.0,0.0,Paper Trading,2025-12-12
2025-12-12 13:45:10.681223,RedGreen_Cont_PE,NIFTY25D1626000PE,1575,-157.5,-431.35,63.1,63.0,Momentum Loss (-0.16% profit),BEARISH,3.681223,63.4,0.0,0.0,Paper Trading,2025-12-12
2025-12-12 13:42:09.387925,RedGreen_Cont_CE,NIFTY25D1626050CE,1200,-360.0,-626.07,80.1,79.8,Momentum Loss (-0.37% profit),BULLISH,3.387925,80.1,0.0,0.0,Paper Trading,2025-12-12
2025-12-12 13:41:49.648897,RedGreen_Cont_CE,NIFTY25D1626000CE,900,1080.0,811.69,106.75,107.95,Momentum Decay (Early Exit),BULLISH,30.648897,108.5,0.0,-0.55,Paper Trading,2025-12-12
2025-12-12 13:41:12.462791,RedGreen_Cont_CE,NIFTY25D1626050CE,1200,240.0,-23.9,78.94999999999999,79.15,Trailing SL Hit,BULLISH,11.462791,79.75,0.0,0.0,Paper Trading,2025-12-12
2025-12-12 13:40:48.707732,Trend_Continuation_Opt_CE,NIFTY25D1626000CE,900,1530.0,1263.63,105.44999999999999,107.15,Momentum Loss (1.61% profit),BULLISH,3.707732,107.15,0.0,0.0,Paper Trading,2025-12-12
2025-12-12 13:40:27.155614,Trend_Continuation_Opt_CE,NIFTY25D1626000CE,900,4005.0,3739.64,103.0,107.45,Momentum Decay (Early Exit),BULLISH,32.155614,108.0,0.0,0.0,Paper Trading,2025-12-12
2025-12-12 13:38:15.034402,RedGreen_Cont_CE,NIFTY25D1626000CE,900,180.0,-81.5,104.14999999999999,104.35,Momentum Loss (0.00% profit),BULLISH,3.034402,104.7,0.0,0.2,Paper Trading,2025-12-12
2025-12-12 13:36:07.506684,RedGreen_Cont_CE,NIFTY25D1626000CE,900,450.0,185.49,105.39999999999999,105.9,Momentum Loss (0.38% profit),BULLISH,3.506684,106.0,0.0,0.0,Paper Trading,2025-12-12
2025-12-12 13:35:09.193028,RedGreen_Cont_PE,NIFTY25D1626000PE,1425,-712.5,-978.97,67.75,67.25,Momentum Loss (-0.66% profit),BEARISH,7.193028,68.0,0.0,-0.05,Paper Trading,2025-12-12
2025-12-12 13:33:08.049091,RedGreen_Cont_PE,NIFTY25D1626000PE,1425,783.75,512.9,68.35,68.9,Momentum Loss (0.80% profit),BEARISH,4.049091,68.9,0.0,0.0,Paper Trading,2025-12-12
2025-12-12 13:32:38.551471,Trend_Continuation_Opt_PE,NIFTY25D1626000PE,1425,4346.25,4068.3,68.75,71.8,Momentum Loss (4.44% profit),BEARISH,9.551471,73.0,0.0,0.0,Paper Trading,2025-12-12
2025-12-12 13:31:07.279078,RedGreen_Cont_PE,NIFTY25D1626000PE,1425,-1068.75,-1342.12,70.05,69.3,Momentum Loss (-1.07% profit),BEARISH,5.279078,70.35,0.0,0.0,Paper Trading,2025-12-12
2025-12-12 13:30:40.142523,RedGreen_Cont_PE,NIFTY25D1626000PE,1425,498.75,225.27,69.3,69.65,Trailing SL Hit,BEARISH,33.142523,71.0,0.0,0.0,Paper Trading,2025-12-12
2025-12-12 13:29:05.738083,RedGreen_Cont_PE,NIFTY25D1626000PE,1425,213.75,-55.85,68.25,68.4,Momentum Loss (-0.15% profit),BEARISH,3.738083,68.9,0.0,0.25,Paper Trading,2025-12-12
2025-12-12 13:28:06.760504,RedGreen_Cont_PE,NIFTY25D1626000PE,1500,1800.0,1523.67,66.05,67.25,Momentum Loss (1.74% profit),BEARISH,3.760504,67.2,0.0,0.05,Paper Trading,2025-12-12
2025-12-12 13:27:34.271868,Trend_Continuation_Opt_PE,NIFTY25D1626000PE,1500,1650.0,1381.96,63.7,64.8,Momentum Loss (1.73% profit),BEARISH,2.271868,65.2,0.0,0.0,Paper Trading,2025-12-12
2025-12-12 13:24:23.010260,RedGreen_Cont_PE,NIFTY25D1626050PE,1125,1350.0,1079.58,86.05,87.25,Momentum Loss (1.39% profit),BEARISH,9.01026,87.45,0.0,0.0,Paper Trading,2025-12-12
2025-12-12 13:24:05.704847,RedGreen_Cont_PE,NIFTY25D1626000PE,1500,-825.0,-1089.53,63.85,63.3,Momentum Loss (-0.86% profit),BEARISH,3.704847,63.9,0.0,0.0,Paper Trading,2025-12-12
2025-12-12 13:23:16.854681,Trend_Continuation_Opt_PE,NIFTY25D1626050PE,1125,450.0,183.74,85.0,85.4,Trailing SL Hit,BEARISH,1.854681,85.95,0.0,0.15,Paper Trading,2025-12-12
2025-12-12 13:22:10.297154,RedGreen_Cont_PE,NIFTY25D1626050PE,1125,-900.0,-1163.68,84.85,84.05,Momentum Loss (-0.35% profit),BEARISH,1.297154,84.85,0.0,0.0,Paper Trading,2025-12-12
2025-12-12 13:21:45.069468,Trend_Continuation_Opt_PE,NIFTY25D1626050PE,1125,1856.25,1591.17,83.64999999999999,85.3,Momentum Loss (1.97% profit),BEARISH,10.069468,85.85,0.0,0.0,Paper Trading,2025-12-12
2025-12-12 13:20:09.779288,RedGreen_Cont_PE,NIFTY25D1626050PE,1125,56.25,-208.98,84.85,84.9,Trailing SL Hit,BEARISH,3.779288,86.0,0.0,0.0,Paper Trading,2025-12-12
2025-12-12 13:17:29.733885,RedGreen_Cont_CE,NIFTY25D1626050CE,1125,168.75,-96.02,84.6,84.75,Trailing SL Hit,BULLISH,22.733885,86.2,0.0,0.0,Paper Trading,2025-12-12
2025-12-12 13:16:31.812825,Trend_Continuation_Opt_CE,NIFTY25D1626050CE,1200,2580.0,2300.79,83.14999999999999,85.3,Momentum Loss (3.13% profit),BULLISH,3.812825,85.8,0.0,0.0,Paper Trading,2025-12-12
2025-12-12 13:14:10.780627,RedGreen_Cont_CE,NIFTY25D1626050CE,1125,-506.25,-767.74,83.75,83.3,Momentum Loss (-0.54% profit),BULLISH,4.780627,83.75,0.0,0.0,Paper Trading,2025-12-12
2025-12-12 13:13:04.623832,RedGreen_Cont_CE,NIFTY25D1626050CE,1200,-120.0,-392.63,82.35,82.25,Momentum Loss (-0.12% profit),BULLISH,2.623832,82.55,0.0,0.0,Paper Trading,2025-12-12
2025-12-12 13:12:20.594484,RedGreen_Cont_CE,NIFTY25D1626050CE,1200,840.0,574.99,79.0,79.7,Momentum Loss (0.57% profit),BULLISH,5.594484,79.45,0.0,0.15,Paper Trading,2025-12-12
2025-12-12 13:11:51.818473,RedGreen_Cont_CE,NIFTY25D1626050CE,1275,701.25,425.56,78.1,78.65,Momentum Loss (0.51% profit),BULLISH,4.818473,78.9,0.0,-0.05,Paper Trading,2025-12-12
2025-12-12 13:11:13.822544,RedGreen_Cont_CE,NIFTY25D1626000CE,900,-720.0,-982.92,105.55,104.75,Momentum Loss (-0.57% profit),BULLISH,9.822544,106.4,0.0,-0.15,Paper Trading,2025-12-12
2025-12-12 13:10:01.333327,RedGreen_Cont_CE,NIFTY25D1626000CE,900,-45.0,-306.04,104.1,104.05,Momentum Loss (-0.05% profit),BULLISH,1.333327,104.1,0.0,0.0,Paper Trading,2025-12-12
2025-12-12 13:08:16.725117,RedGreen_Cont_PE,NIFTY25D1626000PE,1350,-67.5,-339.13,72.85,72.8,Momentum Loss (1.78% profit),BEARISH,11.725117,74.15,0.0,0.0,Paper Trading,2025-12-12
2025-12-12 13:07:06.326074,RedGreen_Cont_PE,NIFTY25D1626000PE,1425,570.0,301.45,67.75,68.15,Momentum Loss (0.59% profit),BEARISH,4.326074,68.4,0.0,0.0,Paper Trading,2025-12-12
2025-12-12 13:06:10.260414,RedGreen_Cont_PE,NIFTY25D1626050PE,1125,337.5,64.1,87.85,88.15,Momentum Loss (0.57% profit),BEARISH,3.260414,88.7,0.0,0.0,Paper Trading,2025-12-12
2025-12-12 13:06:04.223863,RedGreen_Cont_PE,NIFTY25D1626000PE,1500,-150.0,-420.42,65.25,65.15,Momentum Loss (-0.15% profit),BEARISH,2.223863,65.6,0.0,0.0,Paper Trading,2025-12-12
2025-12-12 13:05:26.694477,RedGreen_Cont_PE,NIFTY25D1626050PE,1125,-337.5,-611.85,88.64999999999999,88.35,Momentum Loss (-0.34% profit),BEARISH,8.694477,89.15,0.0,0.0,Paper Trading,2025-12-12
2025-12-12 13:05:08.369156,RedGreen_Cont_PE,NIFTY25D1626000PE,1500,-825.0,-1097.23,66.1,65.55,Momentum Loss (-0.83% profit),BEARISH,6.369156,66.6,0.0,0.0,Paper Trading,2025-12-12
2025-12-12 13:02:06.084067,RedGreen_Cont_CE,NIFTY25D1626050CE,1200,-120.0,-393.17,82.55,82.45,Momentum Loss (-0.12% profit),BULLISH,3.084067,82.55,0.0,0.0,Paper Trading,2025-12-12
2025-12-12 13:01:59.077708,RedGreen_Cont_CE,NIFTY25D1626050CE,1200,3540.0,3268.54,79.75,82.7,Momentum Loss (3.70% profit),BULLISH,9.077708,82.9,0.0,0.0,Paper Trading,2025-12-12
2025-12-12 13:01:11.927527,RedGreen_Cont_CE,NIFTY25D1626000CE,900,585.0,316.47,107.25,107.9,Momentum Loss (0.61% profit),BULLISH,5.927527,108.3,0.0,0.0,Paper Trading,2025-12-12
2025-12-12 13:00:14.586343,Trend_Continuation_Opt_CE,NIFTY25D1626000CE,900,675.0,408.37,106.25,107.0,Momentum Loss (0.66% profit),BULLISH,2.586343,107.4,0.0,0.0,Paper Trading,2025-12-12
2025-12-12 12:59:33.329059,RedGreen_Cont_CE,NIFTY25D1626000CE,900,1170.0,900.0,107.5,108.8,Momentum Loss (0.93% profit),BULLISH,4.329059,108.8,0.0,0.0,Paper Trading,2025-12-12
2025-12-12 12:58:49.852781,Trend_Continuation_Opt_CE,NIFTY25D1626000CE,900,1215.0,948.73,105.64999999999999,107.0,Momentum Loss (1.42% profit),BULLISH,2.852781,107.75,0.0,-0.15,Paper Trading,2025-12-12
2025-12-12 12:57:17.234138,RedGreen_Cont_CE,NIFTY25D1626000CE,900,-675.0,-943.74,108.35,107.6,Momentum Loss (-0.69% profit),BULLISH,4.234138,108.35,0.0,0.0,Paper Trading,2025-12-12
2025-12-12 12:57:04.072568,Trend_Continuation_Opt_CE,NIFTY25D1626000CE,900,1350.0,1084.64,105.1,106.6,Trailing SL Hit,BULLISH,10.072568,108.25,0.0,0.0,Paper Trading,2025-12-12
2025-12-12 12:54:21.722017,Trend_Continuation_Opt_CE,NIFTY25D1626000CE,900,-450.0,-709.76,103.8,103.3,Momentum Loss (-0.34% profit),BULLISH,5.722017,104.1,0.0,-0.15,Paper Trading,2025-12-12
2025-12-12 12:52:16.697233,RedGreen_Cont_CE,NIFTY25D1626000CE,900,-315.0,-575.49,104.05,103.7,Momentum Loss (-0.29% profit),BULLISH,11.697233,105.0,0.0,0.0,Paper Trading,2025-12-12
2025-12-12 12:51:30.293603,Trend_Continuation_Opt_PE,NIFTY25D1626000PE,1350,337.5,73.07,70.3,70.55,Momentum Loss (0.57% profit),BEARISH,10.293603,70.8,0.0,0.15,Paper Trading,2025-12-12
2025-12-12 12:50:20.491701,RedGreen_Cont_PE,NIFTY25D1626000PE,1350,-742.5,-1008.26,71.3,70.75,Momentum Loss (-0.91% profit),BEARISH,2.491701,71.45,0.0,0.1,Paper Trading,2025-12-12
2025-12-12 12:49:21.746216,RedGreen_Cont_PE,NIFTY25D1626000PE,1350,945.0,674.8,71.85,72.55,Momentum Loss (0.97% profit),BEARISH,9.746216,73.15,0.0,0.0,Paper Trading,2025-12-12
2025-12-12 12:48:32.243487,RedGreen_Cont_PE,NIFTY25D1626000PE,1350,1080.0,814.36,70.3,71.1,Momentum Loss (0.85% profit),BEARISH,6.243487,71.25,0.0,0.2,Paper Trading,2025-12-12
2025-12-12 12:45:08.999549,RedGreen_Cont_PE,NIFTY25D1626000PE,1350,810.0,543.57,70.69999999999999,71.3,Trailing SL Hit,BEARISH,6.999549,71.55,0.0,0.4,Paper Trading,2025-12-12
2025-12-12 12:41:05.253503,RedGreen_Cont_PE,NIFTY25D1626000PE,1425,-712.5,-980.76,68.3,67.8,Invalidation: Bullish Engulfing,BEARISH,2.253503,68.3,0.0,-0.2,Paper Trading,2025-12-12
2025-12-12 12:40:11.004686,RedGreen_Cont_PE,NIFTY25D1626000PE,1425,-427.5,-697.19,68.6,68.3,Momentum Loss (-0.44% profit),BEARISH,11.004686,68.6,0.0,0.0,Paper Trading,2025-12-12
